system_id,url,remote_content_length,archive_sha256,downloaded_at_utc,status,pdb_path,n_atoms,n_residues,n_hydrogens,n_bv_donors,r1_frames,r1_start_ps,r1_end_ps,r1_dt_ps,r2_frames,r2_start_ps,r2_end_ps,r2_dt_ps,r3_frames,r3_start_ps,r3_end_ps,r3_dt_ps,n_frames
3ga3_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/3ga3_A/3ga3_A_analysis.zip,32524531,1cadb2a5241114367ac876eb032fd1b19b930b17a87b6c9c05f560d3772505ba,2026-08-26T18:30:09.625118+00:00,valid,data/raw/3ga3_A/3ga3_A.pdb,2183,133,1092,127,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
3jz9_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/3jz9_A/3jz9_A_analysis.zip,46177306,5079d760ff954cd893635b70d1d54e029267fb066cc6ed84e1a64347526787f2,2026-08-26T18:30:16.580878+00:00,valid,data/raw/3jz9_A/3jz9_A.pdb,3097,197,1556,189,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
3kvd_D,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/3kvd_D/3kvd_D_analysis.zip,53837740,268eda8fec8fa1114ec3c972aefc6fd8e7e2307b60831b64b46cdbc154bbb692,2026-08-26T18:30:24.146667+00:00,valid,data/raw/3kvd_D/3kvd_D.pdb,3651,242,1822,237,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
3mwz_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/3mwz_A/3mwz_A_analysis.zip,26005452,fbdad2c50ab64e407efe361e0a5b65945d0be85fb6dc0da14676cc015e51ac89,2026-08-26T18:30:29.017345+00:00,valid,data/raw/3mwz_A/3mwz_A.pdb,1748,115,852,112,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
3mx7_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/3mx7_A/3mx7_A_analysis.zip,21666809,a1a9bb96af646030690c0c9fc9895a42b8ae579eb8f5f4e379230a4789a6961e,2026-08-26T18:30:32.939850+00:00,valid,data/raw/3mx7_A/3mx7_A.pdb,1440,90,723,89,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
3omd_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/3omd_B/3omd_B_analysis.zip,34760737,76c65d21833366bbca96fdb5d04d21b2b6f350dbfec8577e86a6510086471eb0,2026-08-26T18:30:38.045055+00:00,valid,data/raw/3omd_B/3omd_B.pdb,2343,145,1150,134,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
3onj_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/3onj_A/3onj_A_analysis.zip,22909851,081692e4f873f24d256d8b8e310c5befa6ef579b034c6e5f5373e84ebb3eac2e,2026-08-26T18:30:42.422335+00:00,valid,data/raw/3onj_A/3onj_A.pdb,1537,97,765,93,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
3pkz_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/3pkz_A/3pkz_A_analysis.zip,30469284,ab0ccae1f361e32aa4192ae2b1a4dc1df635e3a815ab4aaa4317642d2af81d22,2026-08-26T18:30:47.297233+00:00,valid,data/raw/3pkz_A/3pkz_A.pdb,2046,124,1041,120,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4b6i_D,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4b6i_D/4b6i_D_analysis.zip,23672565,64e9e532ea64a35fd8f5b73da4bc177427f00985f7eda8a14be87096301a377f,2026-08-26T18:30:51.732413+00:00,valid,data/raw/4b6i_D/4b6i_D.pdb,1570,102,766,100,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4byz_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4byz_A/4byz_A_analysis.zip,46466747,626d50d981e5e9184e3bdd444b1c262a88346ea679d836bc87973f38a554e495,2026-08-26T18:30:58.643115+00:00,valid,data/raw/4byz_A/4byz_A.pdb,3113,194,1542,183,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4cv4_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4cv4_A/4cv4_A_analysis.zip,30983275,3a25501ae9aeb914221d190356bcbf9c72bc12cb0aa3bbe007b4c76791401410,2026-08-26T18:31:04.447184+00:00,valid,data/raw/4cv4_A/4cv4_A.pdb,2079,133,1029,123,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4f55_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4f55_A/4f55_A_analysis.zip,29071914,b961b3676d62a99955033c30b19552e824e4bd75d1e6c62dd9e664ac6e45ce97,2026-08-26T18:31:09.306558+00:00,valid,data/raw/4f55_A/4f55_A.pdb,1952,128,969,119,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4g6d_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4g6d_B/4g6d_B_analysis.zip,48997552,ceabb6de33f0442c84af75826ac86a03958dda5e16c3f54981fa80e7eb9c3717,2026-08-26T18:31:16.239784+00:00,valid,data/raw/4g6d_B/4g6d_B.pdb,3273,198,1639,192,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4gn0_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4gn0_A/4gn0_A_analysis.zip,26999180,919016732260e6281a4115102f78ecd4bc13e2ff16852c130cc51a6045af0362,2026-08-26T18:31:21.047137+00:00,valid,data/raw/4gn0_A/4gn0_A.pdb,1620,105,823,101,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4j4r_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4j4r_A/4j4r_A_analysis.zip,57764988,e8a702b7bc20ee97843e809872edfbb7e3ea0a50988629c3a09b0baf13bfd6b2,2026-08-26T18:31:28.917266+00:00,valid,data/raw/4j4r_A/4j4r_A.pdb,3865,248,1950,235,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4ke2_C,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4ke2_C/4ke2_C_analysis.zip,37377852,ffc6e62d6be585500436877b23fd35813f9688999a850eb32419226d2339222f,2026-08-26T18:31:34.769196+00:00,valid,data/raw/4ke2_C/4ke2_C.pdb,2380,196,1202,193,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4m62_S,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4m62_S/4m62_S_analysis.zip,36030936,f94609d80e9aa61d594a754baa4a76509f925bdec11b2073e3ad0708ce69f608,2026-08-26T18:31:40.689498+00:00,valid,data/raw/4m62_S/4m62_S.pdb,2450,155,1209,144,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4ndt_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4ndt_A/4ndt_A_analysis.zip,20667982,a4bc94d5b93653d93b45ee8ed333aad5ee1ac87a9a0380a579fff1136911898b,2026-08-26T18:31:44.622719+00:00,valid,data/raw/4ndt_A/4ndt_A.pdb,1388,94,666,90,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4o6g_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4o6g_A/4o6g_A_analysis.zip,40227678,3a3bfc41e8f518d3a745bff61a0fef421e4cdb005f63f4cac29a3c677a670721,2026-08-26T18:31:50.837567+00:00,valid,data/raw/4o6g_A/4o6g_A.pdb,2716,174,1341,168,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4qmd_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4qmd_A/4qmd_A_analysis.zip,44591710,713130958b296ac6752c4c4669bb83786c22da7d59a720e38e349c7c8d1bd6cd,2026-08-26T18:31:57.466374+00:00,valid,data/raw/4qmd_A/4qmd_A.pdb,3018,193,1532,182,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4qx8_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4qx8_B/4qx8_B_analysis.zip,16700137,153ad77763d4b9460d48362efead13c6b5675bd047257ab0cf45e769ccda89b2,2026-08-26T18:32:01.132072+00:00,valid,data/raw/4qx8_B/4qx8_B.pdb,1078,68,549,62,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4tsh_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4tsh_A/4tsh_A_analysis.zip,30978252,2cc3d72c34eb0fa93437d783096e9fd650ce3b4d718c5e562ffef86edd13437b,2026-08-26T18:32:06.086743+00:00,valid,data/raw/4tsh_A/4tsh_A.pdb,1775,121,877,116,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4u5h_G,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4u5h_G/4u5h_G_analysis.zip,19367860,e13f83d841d666fe4e90f10ff4c08241b67a2a4199177938351a018111caecd2,2026-08-26T18:32:10.168912+00:00,valid,data/raw/4u5h_G/4u5h_G.pdb,1290,90,622,85,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4xo1_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4xo1_A/4xo1_A_analysis.zip,15364793,2fdee28c43f824f84304f40dccf398d1bc68a60dbd0c0411fafa110fabd9ce1f,2026-08-26T18:32:13.528210+00:00,valid,data/raw/4xo1_A/4xo1_A.pdb,985,60,499,59,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4z8q_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4z8q_B/4z8q_B_analysis.zip,24137555,9273d2a9e2b4f9923cf5b269e5838b03bee98badcb857fa6c127a5d8997ae601,2026-08-26T18:32:17.675945+00:00,valid,data/raw/4z8q_B/4z8q_B.pdb,1585,98,786,96,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
4zmk_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/4zmk_A/4zmk_A_analysis.zip,16504871,78d8e1ac9a6d94d6f5277ea0e11e44176b91ec34860e4b50ef243d04436d91a6,2026-08-26T18:32:20.917885+00:00,valid,data/raw/4zmk_A/4zmk_A.pdb,1078,71,545,70,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
5b3p_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/5b3p_A/5b3p_A_analysis.zip,32721625,03af8d9f03c4e103c9b84ada7abe380a51e640e29d0bfc3dd39f1ccce3560939,2026-08-26T18:32:26.011860+00:00,valid,data/raw/5b3p_A/5b3p_A.pdb,2183,134,1075,123,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
5bnh_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/5bnh_A/5bnh_A_analysis.zip,28159186,f9c5f7399dafc3779c5b4d9f9b290c214eab4ab7864ef9dc440e44dfe5bc61c4,2026-08-26T18:32:30.767170+00:00,valid,data/raw/5bnh_A/5bnh_A.pdb,1897,123,948,116,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
5by8_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/5by8_B/5by8_B_analysis.zip,20952085,b68c235b61fdfc0d7a972286da2d152d14bbae7d5e65544ded5dfcc8b9355ec3,2026-08-26T18:32:34.788222+00:00,valid,data/raw/5by8_B/5by8_B.pdb,1323,85,680,71,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
5i8j_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/5i8j_A/5i8j_A_analysis.zip,15665835,124697a846ad9e284a335cc75d98243e3a148bed083e92988cfa2564b26ab935,2026-08-26T18:32:38.183413+00:00,valid,data/raw/5i8j_A/5i8j_A.pdb,1030,64,513,63,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
5noh_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/5noh_A/5noh_A_analysis.zip,24982444,c6b9b496080e0b4acb7504c2ff2f4542377c9710cf2bc54bea22e97f80c9317e,2026-08-26T18:32:42.892960+00:00,valid,data/raw/5noh_A/5noh_A.pdb,1679,103,867,100,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
5pal_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/5pal_A/5pal_A_analysis.zip,24943494,c292b5a764f38d93838c0fe0777244fb0391d11bf057c5cc11a9b81943c45d5b,2026-08-26T18:32:47.296102+00:00,valid,data/raw/5pal_A/5pal_A.pdb,1674,109,833,107,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
5x1e_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/5x1e_B/5x1e_B_analysis.zip,36351844,6c4508d2740771010917d2a3bc35dade29e8541cb6a13752e6433e0e13decee7,2026-08-26T18:32:52.942354+00:00,valid,data/raw/5x1e_B/5x1e_B.pdb,2399,148,1204,143,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
5x1e_D,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/5x1e_D/5x1e_D_analysis.zip,25467684,ccc1682e6598bb3f27ee576cf4f4b87cfae6e436d7dc6bc462670ae2e9e2df02,2026-08-26T18:32:57.636148+00:00,valid,data/raw/5x1e_D/5x1e_D.pdb,1701,111,846,106,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
5x1u_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/5x1u_B/5x1u_B_analysis.zip,49879495,5cfb54261a42ee008781d41e2b07bba0742c195949b19a5fb755fd56d02dd850,2026-08-26T18:33:04.643164+00:00,valid,data/raw/5x1u_B/5x1u_B.pdb,3343,208,1680,195,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
5ydn_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/5ydn_A/5ydn_A_analysis.zip,25520936,6c50c58aa78af89dcb2456603053f8d8f3e07671dc1301e27553dd38ddcecab2,2026-08-26T18:33:09.475840+00:00,valid,data/raw/5ydn_A/5ydn_A.pdb,1711,109,850,102,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
6cka_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/6cka_B/6cka_B_analysis.zip,17330250,0db30f77c4fc3aef697fc065c631dc5b585de0dd5a1b0f51cf1d9df730c1e095,2026-08-26T18:33:13.215312+00:00,valid,data/raw/6cka_B/6cka_B.pdb,1129,68,559,66,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
6d7y_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/6d7y_B/6d7y_B_analysis.zip,36038910,457f7de42939ada3c8411bcaa878ad6fc234cc066e9e046f705af255ea453b45,2026-08-26T19:06:45.208560+00:00,valid,data/raw/6d7y_B/6d7y_B.pdb,2453,155,1203,151,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
6dgk_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/6dgk_B/6dgk_B_analysis.zip,28437277,df16712847c80633622613e55e73b9b89d7c6dad77c1647d26bd1399bdf3f78c,2026-08-26T19:06:49.916404+00:00,valid,data/raw/6dgk_B/6dgk_B.pdb,1902,120,959,115,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
6e7e_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/6e7e_A/6e7e_A_analysis.zip,41203470,6cb737970bbccc5b90c481f3ee68c1d4bdb10fd8a340205109d0872a34717cac,2026-08-26T19:06:55.929268+00:00,valid,data/raw/6e7e_A/6e7e_A.pdb,2750,169,1373,167,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
6fub_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/6fub_B/6fub_B_analysis.zip,22650246,eab7f14ed44d57a1cb4f8f9db12180aef6a40f2e49b2e98bf219b0c35f0c8965,2026-08-26T19:07:00.174562+00:00,valid,data/raw/6fub_B/6fub_B.pdb,1481,93,722,84,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
6iah_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/6iah_A/6iah_A_analysis.zip,57523109,752be3563ff36e442e005ce38d545e874c4418cc32862690cb2d2bfe2618280d,2026-08-26T19:07:08.094187+00:00,valid,data/raw/6iah_A/6iah_A.pdb,3898,240,1928,231,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
6jv8_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/6jv8_A/6jv8_A_analysis.zip,18835583,f5c71341e43288381327344821b714cd42f87bc657d25c8108e514562d09e872,2026-08-26T19:07:11.882178+00:00,valid,data/raw/6jv8_A/6jv8_A.pdb,1243,76,625,73,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
6l34_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/6l34_A/6l34_A_analysis.zip,17530775,51ebf95169d5a61665f8453b57541a1a016a9946d48a9c7369a9e750236c4219,2026-08-26T19:07:15.396112+00:00,valid,data/raw/6l34_A/6l34_A.pdb,1138,68,570,65,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
6pce_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/6pce_B/6pce_B_analysis.zip,17911051,66a0ed4221b0fa29135d8439b1cd86544be709d02a7602b06d9c16bcc612f0ba,2026-08-26T19:07:19.378659+00:00,valid,data/raw/6pce_B/6pce_B.pdb,1166,70,566,67,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
6yhu_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/6yhu_B/6yhu_B_analysis.zip,27474912,3f1356f6b60e39617eb5f0f482233bdf990c3f5245f686089ca0d29fdf5bdd95,2026-08-26T19:07:24.203347+00:00,valid,data/raw/6yhu_B/6yhu_B.pdb,1826,117,920,111,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
7bwf_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/7bwf_B/7bwf_B_analysis.zip,22528519,f93fd1e82410f9011447a1ea459ba1e05b02bad5ec80015a530686e3e302004c,2026-08-26T19:07:28.265485+00:00,valid,data/raw/7bwf_B/7bwf_B.pdb,1430,92,711,89,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
